ID;clade;date;province;district;municipality;village;latitude;longitude;country;source;dataset;host;type;continent;year;identified_as_RABV;major_clade;minor_clade;closest_full_genome_reference_sequence;coverage_N;coverage_P;coverage_M;coverage_G;coverage_L;location;full_name
X273;Asian;2013-11-29;NA;NA;Preaek Thaong;NA;11,6284746521627;104,956039077215;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreaekThaong;X273_Dog_2013-11-29_Cambodia-PreaekThaong_11.6284746521627_104.956039077215
X274;Asian;2013-11-29;NA;NA;Thma Da;NA;12,187181908254;105,187114634029;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-ThmaDa;X274_Dog_2013-11-29_Cambodia-ThmaDa_12.187181908254_105.187114634029
X279;Asian;2013-12-09;NA;NA;Ampil Rung;NA;11,7734270211288;104,749645427095;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-AmpilRung;X279_Dog_2013-12-09_Cambodia-AmpilRung_11.7734270211288_104.749645427095
X295;Asian;2013-12-28;NA;NA;Ou Kandaol Tboung;NA;11,5001299657879;105,441835005408;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-OuKandaolTboung;X295_Dog_2013-12-28_Cambodia-OuKandaolTboung_11.5001299657879_105.441835005408
Y11;Asian;2014-01-14;NA;NA;Thnal;NA;12,2905070818665;106,326142283467;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Thnal;Y11_Dog_2014-01-14_Cambodia-Thnal_12.2905070818665_106.326142283467
Y17;Asian;2014-01-22;NA;NA;Khnar;NA;11,1896237764379;104,554795083495;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Khnar;Y17_Dog_2014-01-22_Cambodia-Khnar_11.1896237764379_104.554795083495
Y19;Asian;2014-01-22;NA;NA;Khsach Prachheh Leu;NA;12,2930123116117;105,614500323457;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-KhsachPrachhehLeu;Y19_Dog_2014-01-22_Cambodia-KhsachPrachhehLeu_12.2930123116117_105.614500323457
Y025;Asian;2014-01-28;NA;NA;Trapeang Chak;NA;11,2369173110933;104,645682454911;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TrapeangChak;Y025_Dog_2014-01-28_Cambodia-TrapeangChak_11.2369173110933_104.645682454911
Y030;Asian;2014-02-06;NA;NA;Trapeang Teab;NA;11,2522531559776;104,65141717526;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TrapeangTeab;Y030_Dog_2014-02-06_Cambodia-TrapeangTeab_11.2522531559776_104.65141717526
Y40;Asian;2014-02-12;NA;NA;Sdok;NA;11,7044951577024;104,59039093898;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Sdok;Y40_Dog_2014-02-12_Cambodia-Sdok_11.7044951577024_104.59039093898
Y52;Asian;2014-02-24;NA;NA;Ba Reach;NA;11,3667679479711;105,480735774568;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-BaReach;Y52_Dog_2014-02-24_Cambodia-BaReach_11.3667679479711_105.480735774568
Y65;Asian;2014-03-14;NA;NA;Keatha Vong Kraom;NA;10,7189449718285;104,59809548235;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-KeathaVongKraom;Y65_Dog_2014-03-14_Cambodia-KeathaVongKraom_10.7189449718285_104.59809548235
Y79;Asian;2014-04-08;NA;NA;Khnach Khang Cheung;NA;11,1388317027333;104,706940506412;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-KhnachKhangCheung;Y79_Dog_2014-04-08_Cambodia-KhnachKhangCheung_11.1388317027333_104.706940506412
Y82;Asian;2014-04-17;NA;NA;Kaoh Roka;NA;11,7544550710571;105,005231439673;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-KaohRoka;Y82_Dog_2014-04-17_Cambodia-KaohRoka_11.7544550710571_105.005231439673
Y086;Asian;2014-04-25;NA;NA;Sramaoch Haer;NA;11,2179575294598;104,824207768595;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-SramaochHaer;Y086_Dog_2014-04-25_Cambodia-SramaochHaer_11.2179575294598_104.824207768595
Y98;Asian;2014-05-27;NA;NA;Chong;NA;11,8839729266742;104,91670757395;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Chong;Y98_Dog_2014-05-27_Cambodia-Chong_11.8839729266742_104.91670757395
Y106;Asian;2014-06-09;NA;NA;Svay Teab;NA;11,7204168719254;105,442429692476;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-SvayTeab;Y106_Dog_2014-06-09_Cambodia-SvayTeab_11.7204168719254_105.442429692476
Y110;Asian;2014-06-11;NA;NA;Trach Koh;NA;11,224429892427;104,705663611629;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TrachKoh;Y110_Dog_2014-06-11_Cambodia-TrachKoh_11.224429892427_104.705663611629
Y113;Asian;2014-06-25;NA;NA;Trapeang Ta Sek;NA;10,7690174113134;104,501917614594;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TrapeangTaSek;Y113_Dog_2014-06-25_Cambodia-TrapeangTaSek_10.7690174113134_104.501917614594
Y125;Asian;2014-07-15;NA;NA;Peam Ta Aek;NA;11,5459170906478;105,028953236105;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PeamTaAek;Y125_Dog_2014-07-15_Cambodia-PeamTaAek_11.5459170906478_105.028953236105
Y127;Asian;2014-07-16;NA;NA;Kampong Sambuor;NA;13,1271597126024;103,219713226862;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-KampongSambuor;Y127_Dog_2014-07-16_Cambodia-KampongSambuor_13.1271597126024_103.219713226862
Y137;Asian;2014-07-29;NA;NA;Prey Tbaeng;NA;11,6042766637204;105,511481576715;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreyTbaeng;Y137_Dog_2014-07-29_Cambodia-PreyTbaeng_11.6042766637204_105.511481576715
Y172;Asian;2014-09-08;NA;NA;Pnov;NA;12,3627387192812;105,096806760004;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Pnov;Y172_Dog_2014-09-08_Cambodia-Pnov_12.3627387192812_105.096806760004
Y173;Asian;2014-09-08;NA;NA;Thmei;NA;11,7922329493165;104,941344808845;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Thmei;Y173_Dog_2014-09-08_Cambodia-Thmei_11.7922329493165_104.941344808845
Y175;Asian;2014-09-11;NA;NA;Sameakki;NA;11,7951864007816;104,978924291398;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Sameakki;Y175_Dog_2014-09-11_Cambodia-Sameakki_11.7951864007816_104.978924291398
Y189;Asian;2014-10-06;NA;NA;Snay Poal;NA;11,6612211004964;105,221389580772;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-SnayPoal;Y189_Dog_2014-10-06_Cambodia-SnayPoal_11.6612211004964_105.221389580772
Y198;Asian;2014-10-22;NA;NA;Thmei;NA;12,024302869554;105,142141303189;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Thmei;Y198_Dog_2014-10-22_Cambodia-Thmei_12.024302869554_105.142141303189
Y204;Asian;2014-10-31;NA;NA;Trapeang Traeunh;NA;11,7090024066936;104,393574780562;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TrapeangTraeunh;Y204_Dog_2014-10-31_Cambodia-TrapeangTraeunh_11.7090024066936_104.393574780562
Y209;Asian;2014-11-14;NA;NA;Chheu Teal Chrum;NA;10,8364212126802;104,530962854915;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-ChheuTealChrum;Y209_Dog_2014-11-14_Cambodia-ChheuTealChrum_10.8364212126802_104.530962854915
Y210;Asian;2014-11-17;NA;NA;Tang Thlaeung;NA;12,0274525979341;104,940246993862;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TangThlaeung;Y210_Dog_2014-11-17_Cambodia-TangThlaeung_12.0274525979341_104.940246993862
Y214;Asian;2014-11-19;NA;NA;Skon;NA;12,0537821675092;105,078621803518;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Skon;Y214_Dog_2014-11-19_Cambodia-Skon_12.0537821675092_105.078621803518
Y226;Asian;2014-12-06;NA;NA;Reay Pay Leu;NA;11,9363315514479;105,092474038394;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-ReayPayLeu;Y226_Dog_2014-12-06_Cambodia-ReayPayLeu_11.9363315514479_105.092474038394
Y228;Asian;2014-12-11;NA;NA;Roung Damrei;NA;11,2572709219306;105,386371692566;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-RoungDamrei;Y228_Dog_2014-12-11_Cambodia-RoungDamrei_11.2572709219306_105.386371692566
Y229;Asian;2014-12-11;NA;NA;Ta Pov;NA;11,8831657310695;104,802738039725;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TaPov;Y229_Dog_2014-12-11_Cambodia-TaPov_11.8831657310695_104.802738039725
Y236;Asian;2014-12-18;NA;NA;Sameakki;NA;11,0013333689738;104,972721452978;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Sameakki;Y236_Dog_2014-12-18_Cambodia-Sameakki_11.0013333689738_104.972721452978
Y247;Asian;2014-12-30;NA;NA;Ta Poy;NA;11,8875356558698;104,915393409163;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TaPoy;Y247_Dog_2014-12-30_Cambodia-TaPoy_11.8875356558698_104.915393409163
Z04;Asian;2015-01-12;NA;NA;Krouch;NA;12,2297833246655;105,14392349146;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Krouch;Z04_Dog_2015-01-12_Cambodia-Krouch_12.2297833246655_105.14392349146
Z18;Asian;2015-02-02;NA;NA;Sanlung;NA;11,3435707080265;105,513358471832;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Sanlung;Z18_Dog_2015-02-02_Cambodia-Sanlung_11.3435707080265_105.513358471832
Z27;Asian;2015-02-25;NA;NA;Thmei;NA;11,4579941659299;105,431253716703;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Thmei;Z27_Dog_2015-02-25_Cambodia-Thmei_11.4579941659299_105.431253716703
Z43;Asian;2015-03-16;NA;NA;Thkov;NA;11,1167395589306;104,825898690387;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Thkov;Z43_Dog_2015-03-16_Cambodia-Thkov_11.1167395589306_104.825898690387
Z44;Asian;2015-03-17;NA;NA;Snae Rean;NA;11,3446115757029;105,451995898418;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-SnaeRean;Z44_Dog_2015-03-17_Cambodia-SnaeRean_11.3446115757029_105.451995898418
Z46;Asian;2015-03-23;NA;NA;Prey Lieb;NA;10,5880442688086;104,785169005049;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreyLieb;Z46_Dog_2015-03-23_Cambodia-PreyLieb_10.5880442688086_104.785169005049
Z47;Asian;2015-03-24;NA;NA;Khley;NA;10,8977137921641;104,450902186969;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Khley;Z47_Dog_2015-03-24_Cambodia-Khley_10.8977137921641_104.450902186969
Z52;Asian;2015-04-08;NA;NA;Svay Ming;NA;11,4235920741325;104,819636170185;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-SvayMing;Z52_Dog_2015-04-08_Cambodia-SvayMing_11.4235920741325_104.819636170185
Z58;Asian;2015-04-28;NA;NA;Srah Ta Oem;NA;11,2840872424048;105,653581958747;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-SrahTaOem;Z58_Dog_2015-04-28_Cambodia-SrahTaOem_11.2840872424048_105.653581958747
Z59;Asian;2015-04-29;NA;NA;Chek;NA;11,4486207482872;105,517608269954;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Chek;Z59_Dog_2015-04-29_Cambodia-Chek_11.4486207482872_105.517608269954
Z63;Asian;2015-05-07;NA;NA;Prey Khmau;NA;10,951069944357;104,475788948468;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreyKhmau;Z63_Dog_2015-05-07_Cambodia-PreyKhmau_10.951069944357_104.475788948468
Z65;Asian;2015-05-08;NA;NA;Krang Thum;NA;11,4488612706622;104,594778218128;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-KrangThum;Z65_Dog_2015-05-08_Cambodia-KrangThum_11.4488612706622_104.594778218128
Z66;Asian;2015-05-08;NA;NA;Bang Kokir;NA;10,5824440136578;103,76074379732;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-BangKokir;Z66_Dog_2015-05-08_Cambodia-BangKokir_10.5824440136578_103.76074379732
Z70;Asian;2015-05-18;NA;NA;Knaor Dambang;NA;12,0156116059715;105,017767109214;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-KnaorDambang;Z70_Dog_2015-05-18_Cambodia-KnaorDambang_12.0156116059715_105.017767109214
Z75;Asian;2015-05-22;NA;NA;Preaek Chik;NA;11,963719768713;105,440148527948;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreaekChik;Z75_Dog_2015-05-22_Cambodia-PreaekChik_11.963719768713_105.440148527948
Z76;Asian;2015-05-28;NA;NA;Ruessei Thlok;NA;11,0577308289795;105,378783747754;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-RuesseiThlok;Z76_Dog_2015-05-28_Cambodia-RuesseiThlok_11.0577308289795_105.378783747754
Z81;Asian;2015-06-04;NA;NA;Trapeang Dar;NA;11,256138728651;104,633693833318;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TrapeangDar;Z81_Dog_2015-06-04_Cambodia-TrapeangDar_11.256138728651_104.633693833318
Z96;Asian;2015-07-06;NA;NA;Prey Ba Krong;NA;11,1720178122511;104,504264832603;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreyBaKrong;Z96_Dog_2015-07-06_Cambodia-PreyBaKrong_11.1720178122511_104.504264832603
Z101;Asian;2015-07-24;NA;NA;Kang Ta Noeng Ti Pram;NA;11,8512040247921;105,065783159964;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-KangTaNoengTiPram;Z101_Dog_2015-07-24_Cambodia-KangTaNoengTiPram_11.8512040247921_105.065783159964
Z102;Asian;2015-07-24;NA;NA;Cheach Thum;NA;11,9210818667589;105,856334310683;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-CheachThum;Z102_Dog_2015-07-24_Cambodia-CheachThum_11.9210818667589_105.856334310683
Z104;Asian;2015-08-07;NA;NA;Varint Ti Muoy;NA;11,903450545177;105,13509000154;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-VarintTiMuoy;Z104_Dog_2015-08-07_Cambodia-VarintTiMuoy_11.903450545177_105.13509000154
Z112;Asian;2015-08-12;NA;NA;Pou Poat;NA;11,3759179478146;105,524295534045;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PouPoat;Z112_Dog_2015-08-12_Cambodia-PouPoat_11.3759179478146_105.524295534045
Z119;Asian;2015-08-27;NA;NA;Dei Leu;NA;12,2994854606809;105,669065651994;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-DeiLeu;Z119_Dog_2015-08-27_Cambodia-DeiLeu_12.2994854606809_105.669065651994
Z121;Asian;2015-08-31;NA;NA;Boeng Veaeng;NA;11,5144891447523;105,443031145452;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-BoengVeaeng;Z121_Dog_2015-08-31_Cambodia-BoengVeaeng_11.5144891447523_105.443031145452
Z139;Asian;2015-09-29;NA;NA;Krang Trea;NA;11,4210728017205;104,859926979922;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-KrangTrea;Z139_Dog_2015-09-29_Cambodia-KrangTrea_11.4210728017205_104.859926979922
Z141;Asian;2015-09-29;NA;NA;Popeal Khae;NA;11,4912954907086;105,10025766356;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PopealKhae;Z141_Dog_2015-09-29_Cambodia-PopealKhae_11.4912954907086_105.10025766356
Z143;Asian;2015-10-07;NA;NA;Ruessei Chuor;NA;11,3042230968575;105,451987483634;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-RuesseiChuor;Z143_Dog_2015-10-07_Cambodia-RuesseiChuor_11.3042230968575_105.451987483634
Z151;Asian;2015-10-22;NA;NA;Tuk Meas;NA;10,6628420318554;104,562043837287;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TukMeas;Z151_Dog_2015-10-22_Cambodia-TukMeas_10.6628420318554_104.562043837287
Z153;Asian;2015-10-26;NA;NA;Preaek Ta Sa;NA;11,2357876449419;105,286295307114;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreaekTaSa;Z153_Dog_2015-10-26_Cambodia-PreaekTaSa_11.2357876449419_105.286295307114
Z159;Asian;2015-10-31;NA;NA;Trapeang;NA;11,1104648623846;103,751353128675;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Trapeang;Z159_Dog_2015-10-31_Cambodia-Trapeang_11.1104648623846_103.751353128675
Z163;Asian;2015-11-18;NA;NA;Trapeang Pnov;NA;11,9360393720512;104,763530269248;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TrapeangPnov;Z163_Dog_2015-11-18_Cambodia-TrapeangPnov_11.9360393720512_104.763530269248
Z174;Asian;2015-12-11;NA;NA;Pou Doh;NA;10,794987329078;104,393343704169;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PouDoh;Z174_Dog_2015-12-11_Cambodia-PouDoh_10.794987329078_104.393343704169
Z176;Asian;2015-12-16;NA;NA;Chi Aok;NA;12,3735645207112;105,093462295924;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-ChiAok;Z176_Dog_2015-12-16_Cambodia-ChiAok_12.3735645207112_105.093462295924
Z179;Asian;2015-12-21;NA;NA;Chambak Chrum;NA;11,3307000397135;105,626801400983;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-ChambakChrum;Z179_Dog_2015-12-21_Cambodia-ChambakChrum_11.3307000397135_105.626801400983
KX148215;Cosmopolitan;1995;NA;NA;NA;NA;NA;NA;Brazil;Troupin et al., 2016;Troupin et al., 2016;Dog Canis familiaris;Genome;South America;1995;Yes;Cosmopolitan;Cosmopolitan AM3a;KX148216;100.00%;100.00%;100.00%;100.00%;100.00%;Brazil;KX148215_Dog-Canis-familiaris_1995_Brazil_NA_NA
AB362483;Cosmopolitan;2002;NA;NA;NA;NA;NA;NA;Brazil;Mochizuki et al., 2009;Troupin et al., 2016;Brazilian wild fox Dusicyon sp.;Genome;South America;2002;Yes;Cosmopolitan;Cosmopolitan AM3b;KX148217;100.00%;100.00%;100.00%;100.00%;100.00%;Brazil;AB362483_Brazilian-wild-fox-Dusicyon-sp._2002_Brazil_NA_NA
AB517660;Cosmopolitan;2001;NA;NA;NA;NA;NA;NA;Brazil;Mochizuki et al., unpublished;Troupin et al., 2016;Brazilian wild fox Dusicyon sp.;Genome;South America;2001;Yes;Cosmopolitan;Cosmopolitan AM3b;AB517660;100.00%;100.00%;100.00%;100.00%;100.00%;Brazil;AB517660_Brazilian-wild-fox-Dusicyon-sp._2001_Brazil_NA_NA
AB517659;Cosmopolitan;2003;NA;NA;NA;NA;NA;NA;Brazil;Mochizuki et al., unpublished;Troupin et al., 2016;Dog Canis familiaris;Genome;South America;2003;Yes;Cosmopolitan;Cosmopolitan AM3a;AB517659;100.00%;100.00%;100.00%;100.00%;100.00%;Brazil;AB517659_Dog-Canis-familiaris_2003_Brazil_NA_NA
GU358653;Asian;1994;Guangxi;NA;NA;NA;NA;NA;China;He et al., 2012;Troupin et al., 2016;Dog Canis familiaris;Genome;Asia;1994;Yes;Asian;Asian SEA2a;GU358653;100.00%;100.00%;100.00%;100.00%;99.98%;China-Guangxi;GU358653_Dog-Canis-familiaris_1994_China-Guangxi_NA_NA
KX148202;Cosmopolitan;1995;NA;NA;NA;NA;NA;NA;Gabon;Troupin et al., 2016;Troupin et al., 2016;Dog Canis familiaris;Genome;Sub-Saharan Africa;1995;Yes;Cosmopolitan;Cosmopolitan AF1a;KX148202;100.00%;100.00%;100.00%;100.00%;100.00%;Gabon;KX148202_Dog-Canis-familiaris_1995_Gabon_NA_NA
KX148235;Africa-2;2001;NA;NA;NA;NA;NA;NA;Ivory Coast;Troupin et al., 2016;Troupin et al., 2016;Dog Canis familiaris;Genome;Sub-Saharan Africa;2001;Yes;Africa-2;unknown;KX148234;100.00%;100.00%;100.00%;100.00%;100.00%;IvoryCoast;KX148235_Dog-Canis-familiaris_2001_IvoryCoast_NA_NA
KX148210;Cosmopolitan;1998;NA;NA;NA;NA;NA;NA;Madagascar;Troupin et al., 2016;Troupin et al., 2016;Human Homo sapiens;Genome;Sub-Saharan Africa;1998;Yes;Cosmopolitan;Cosmopolitan AF1c;KX148211;100.00%;100.00%;100.00%;100.00%;100.00%;Madagascar;KX148210_Human-Homo-sapiens_1998_Madagascar_NA_NA
KX148161;Cosmopolitan;1972;NA;NA;NA;NA;NA;NA;Serbia;Troupin et al., 2016;Troupin et al., 2016;Red fox Vulpes vulpes;Genome;Europe;1972;Yes;Cosmopolitan;Cosmopolitan YUGFOX;KX148161;100.00%;100.00%;100.00%;100.00%;100.00%;Serbia;KX148161_Red-fox-Vulpes-vulpes_1972_Serbia_NA_NA
JQ685899;Cosmopolitan;2009;NA;NA;NA;NA;NA;NA;USA;Kuzmin et al., 2012;Troupin et al., 2016;Gray Fox Urocyon cinereoargenteus;Genome;North America;2009;Yes;Cosmopolitan;Cosmopolitan AM2b;JQ685899;100.00%;100.00%;100.00%;100.00%;100.00%;Usa;JQ685899_Gray-Fox-Urocyon-cinereoargenteus_2009_Usa_NA_NA
FJ392375;Africa-3;1998;NA;NA;NA;NA;NA;NA;South Africa;Van Zyl et al., 2010;Troupin et al., 2016;Mongoose;N gene;Sub-Saharan Africa;1998;Yes;Africa-3;unknown;KX148220;100.00%;0.00%;0.00%;0.00%;0.00%;SouthAfrica;FJ392375_Mongoose_1998_SouthAfrica_NA_NA
