ID;type;date;continent;country;province;district;municipality;village;latitude;longitude;host;source;clade;full_name;ml_tree;discrete_phylo_tree;continuous_phylo_tree
X259;Genome;2013-11-05;Southeast Asia;Cambodia;NA;NA;Sampong Chey;NA;12,1854423347737;105,129835033526;Dog;newly sequenced;Asian SEA3;X259_Dog_2013-11-05_Cambodia-SampongChey_12.1854423347737_105.129835033526;yes;yes;n genes + genomes
X266;Genome;2013-11-12;Southeast Asia;Cambodia;NA;NA;Chong Doung;NA;12,4562918750064;105,114288203131;Dog;newly sequenced;Asian SEA3;X266_Dog_2013-11-12_Cambodia-ChongDoung_12.4562918750064_105.114288203131;yes;yes;n genes + genomes
X273;Genome;2013-11-29;Southeast Asia;Cambodia;NA;NA;Preaek Thaong;NA;11,6284746521627;104,956039077215;Dog;newly sequenced;Asian SEA3;X273_Dog_2013-11-29_Cambodia-PreaekThaong_11.6284746521627_104.956039077215;yes;yes;n genes + genomes
X274;Genome;2013-11-29;Southeast Asia;Cambodia;NA;NA;Thma Da;NA;12,187181908254;105,187114634029;Dog;newly sequenced;Asian SEA3;X274_Dog_2013-11-29_Cambodia-ThmaDa_12.187181908254_105.187114634029;yes;yes;n genes + genomes
X279;Genome;2013-12-09;Southeast Asia;Cambodia;NA;NA;Ampil Rung;NA;11,7734270211288;104,749645427095;Dog;newly sequenced;Asian SEA3;X279_Dog_2013-12-09_Cambodia-AmpilRung_11.7734270211288_104.749645427095;yes;yes;n genes + genomes
X295;Genome;2013-12-28;Southeast Asia;Cambodia;NA;NA;Ou Kandaol Tboung;NA;11,5001299657879;105,441835005408;Dog;newly sequenced;Asian SEA3;X295_Dog_2013-12-28_Cambodia-OuKandaolTboung_11.5001299657879_105.441835005408;yes;yes;n genes + genomes
Y11;Genome;2014-01-14;Southeast Asia;Cambodia;NA;NA;Thnal;NA;12,2905070818665;106,326142283467;Dog;newly sequenced;Asian SEA3;Y11_Dog_2014-01-14_Cambodia-Thnal_12.2905070818665_106.326142283467;yes;yes;n genes + genomes
Y17;Genome;2014-01-22;Southeast Asia;Cambodia;NA;NA;Khnar;NA;11,1896237764379;104,554795083495;Dog;newly sequenced;Asian SEA3;Y17_Dog_2014-01-22_Cambodia-Khnar_11.1896237764379_104.554795083495;yes;yes;n genes + genomes
Y19;Genome;2014-01-22;Southeast Asia;Cambodia;NA;NA;Khsach Prachheh Leu;NA;12,2930123116117;105,614500323457;Dog;newly sequenced;Asian SEA3;Y19_Dog_2014-01-22_Cambodia-KhsachPrachhehLeu_12.2930123116117_105.614500323457;yes;yes;n genes + genomes
Y025;Genome;2014-01-28;Southeast Asia;Cambodia;NA;NA;Trapeang Chak;NA;11,2369173110933;104,645682454911;Dog;newly sequenced;Asian SEA3;Y025_Dog_2014-01-28_Cambodia-TrapeangChak_11.2369173110933_104.645682454911;yes;yes;n genes + genomes
Y030;Genome;2014-02-06;Southeast Asia;Cambodia;NA;NA;Trapeang Teab;NA;11,2522531559776;104,65141717526;Dog;newly sequenced;Asian SEA3;Y030_Dog_2014-02-06_Cambodia-TrapeangTeab_11.2522531559776_104.65141717526;yes;yes;n genes + genomes
Y40;Genome;2014-02-12;Southeast Asia;Cambodia;NA;NA;Sdok;NA;11,7044951577024;104,59039093898;Dog;newly sequenced;Asian SEA3;Y40_Dog_2014-02-12_Cambodia-Sdok_11.7044951577024_104.59039093898;yes;yes;n genes + genomes
Y52;Genome;2014-02-24;Southeast Asia;Cambodia;NA;NA;Ba Reach;NA;11,3667679479711;105,480735774568;Dog;newly sequenced;Asian SEA3;Y52_Dog_2014-02-24_Cambodia-BaReach_11.3667679479711_105.480735774568;yes;yes;n genes + genomes
Y65;Genome;2014-03-14;Southeast Asia;Cambodia;NA;NA;Keatha Vong Kraom;NA;10,7189449718285;104,59809548235;Dog;newly sequenced;Asian SEA3;Y65_Dog_2014-03-14_Cambodia-KeathaVongKraom_10.7189449718285_104.59809548235;yes;yes;n genes + genomes
Y79;Genome;2014-04-08;Southeast Asia;Cambodia;NA;NA;Khnach Khang Cheung;NA;11,1388317027333;104,706940506412;Dog;newly sequenced;Asian SEA3;Y79_Dog_2014-04-08_Cambodia-KhnachKhangCheung_11.1388317027333_104.706940506412;yes;yes;n genes + genomes
Y82;Genome;2014-04-17;Southeast Asia;Cambodia;NA;NA;Kaoh Roka;NA;11,7544550710571;105,005231439673;Dog;newly sequenced;Asian SEA3;Y82_Dog_2014-04-17_Cambodia-KaohRoka_11.7544550710571_105.005231439673;yes;yes;n genes + genomes
Y086;Genome;2014-04-25;Southeast Asia;Cambodia;NA;NA;Sramaoch Haer;NA;11,2179575294598;104,824207768595;Dog;newly sequenced;Asian SEA3;Y086_Dog_2014-04-25_Cambodia-SramaochHaer_11.2179575294598_104.824207768595;yes;yes;n genes + genomes
Y98;Genome;2014-05-27;Southeast Asia;Cambodia;NA;NA;Chong;NA;11,8839729266742;104,91670757395;Dog;newly sequenced;Asian SEA3;Y98_Dog_2014-05-27_Cambodia-Chong_11.8839729266742_104.91670757395;yes;yes;n genes + genomes
Y106;Genome;2014-06-09;Southeast Asia;Cambodia;NA;NA;Svay Teab;NA;11,7204168719254;105,442429692476;Dog;newly sequenced;Asian SEA3;Y106_Dog_2014-06-09_Cambodia-SvayTeab_11.7204168719254_105.442429692476;yes;yes;n genes + genomes
Y110;Genome;2014-06-11;Southeast Asia;Cambodia;NA;NA;Trach Koh;NA;11,224429892427;104,705663611629;Dog;newly sequenced;Asian SEA3;Y110_Dog_2014-06-11_Cambodia-TrachKoh_11.224429892427_104.705663611629;yes;yes;n genes + genomes
Y113;Genome;2014-06-25;Southeast Asia;Cambodia;NA;NA;Trapeang Ta Sek;NA;10,7690174113134;104,501917614594;Dog;newly sequenced;Asian SEA3;Y113_Dog_2014-06-25_Cambodia-TrapeangTaSek_10.7690174113134_104.501917614594;yes;yes;n genes + genomes
Y125;Genome;2014-07-15;Southeast Asia;Cambodia;NA;NA;Peam Ta Aek;NA;11,5459170906478;105,028953236105;Dog;newly sequenced;Asian SEA3;Y125_Dog_2014-07-15_Cambodia-PeamTaAek_11.5459170906478_105.028953236105;yes;yes;n genes + genomes
Y127;Genome;2014-07-16;Southeast Asia;Cambodia;NA;NA;Kampong Sambuor;NA;13,1271597126024;103,219713226862;Dog;newly sequenced;Asian SEA3;Y127_Dog_2014-07-16_Cambodia-KampongSambuor_13.1271597126024_103.219713226862;yes;yes;n genes + genomes
Y137;Genome;2014-07-29;Southeast Asia;Cambodia;NA;NA;Prey Tbaeng;NA;11,6042766637204;105,511481576715;Dog;newly sequenced;Asian SEA3;Y137_Dog_2014-07-29_Cambodia-PreyTbaeng_11.6042766637204_105.511481576715;yes;yes;n genes + genomes
Y172;Genome;2014-09-08;Southeast Asia;Cambodia;NA;NA;Pnov;NA;12,3627387192812;105,096806760004;Dog;newly sequenced;Asian SEA3;Y172_Dog_2014-09-08_Cambodia-Pnov_12.3627387192812_105.096806760004;yes;yes;n genes + genomes
Y173;Genome;2014-09-08;Southeast Asia;Cambodia;NA;NA;Thmei;NA;11,7922329493165;104,941344808845;Dog;newly sequenced;Asian SEA3;Y173_Dog_2014-09-08_Cambodia-Thmei_11.7922329493165_104.941344808845;yes;yes;n genes + genomes
Y175;Genome;2014-09-11;Southeast Asia;Cambodia;NA;NA;Sameakki;NA;11,7951864007816;104,978924291398;Dog;newly sequenced;Asian SEA3;Y175_Dog_2014-09-11_Cambodia-Sameakki_11.7951864007816_104.978924291398;yes;yes;n genes + genomes
Y189;Genome;2014-10-06;Southeast Asia;Cambodia;NA;NA;Snay Poal;NA;11,6612211004964;105,221389580772;Dog;newly sequenced;Asian SEA3;Y189_Dog_2014-10-06_Cambodia-SnayPoal_11.6612211004964_105.221389580772;yes;yes;n genes + genomes
Y198;Genome;2014-10-22;Southeast Asia;Cambodia;NA;NA;Thmei;NA;12,024302869554;105,142141303189;Dog;newly sequenced;Asian SEA3;Y198_Dog_2014-10-22_Cambodia-Thmei_12.024302869554_105.142141303189;yes;yes;n genes + genomes
Y204;Genome;2014-10-31;Southeast Asia;Cambodia;NA;NA;Trapeang Traeunh;NA;11,7090024066936;104,393574780562;Dog;newly sequenced;Asian SEA3;Y204_Dog_2014-10-31_Cambodia-TrapeangTraeunh_11.7090024066936_104.393574780562;yes;yes;n genes + genomes
Y209;Genome;2014-11-14;Southeast Asia;Cambodia;NA;NA;Chheu Teal Chrum;NA;10,8364212126802;104,530962854915;Dog;newly sequenced;Asian SEA3;Y209_Dog_2014-11-14_Cambodia-ChheuTealChrum_10.8364212126802_104.530962854915;yes;yes;n genes + genomes
Y210;Genome;2014-11-17;Southeast Asia;Cambodia;NA;NA;Tang Thlaeung;NA;12,0274525979341;104,940246993862;Dog;newly sequenced;Asian SEA3;Y210_Dog_2014-11-17_Cambodia-TangThlaeung_12.0274525979341_104.940246993862;yes;yes;n genes + genomes
Y214;Genome;2014-11-19;Southeast Asia;Cambodia;NA;NA;Skon;NA;12,0537821675092;105,078621803518;Dog;newly sequenced;Asian SEA3;Y214_Dog_2014-11-19_Cambodia-Skon_12.0537821675092_105.078621803518;yes;yes;n genes + genomes
Y226;Genome;2014-12-06;Southeast Asia;Cambodia;NA;NA;Reay Pay Leu;NA;11,9363315514479;105,092474038394;Dog;newly sequenced;Asian SEA3;Y226_Dog_2014-12-06_Cambodia-ReayPayLeu_11.9363315514479_105.092474038394;yes;yes;n genes + genomes
Y228;Genome;2014-12-11;Southeast Asia;Cambodia;NA;NA;Roung Damrei;NA;11,2572709219306;105,386371692566;Dog;newly sequenced;Asian SEA3;Y228_Dog_2014-12-11_Cambodia-RoungDamrei_11.2572709219306_105.386371692566;yes;yes;n genes + genomes
Y229;Genome;2014-12-11;Southeast Asia;Cambodia;NA;NA;Ta Pov;NA;11,8831657310695;104,802738039725;Dog;newly sequenced;Asian SEA3;Y229_Dog_2014-12-11_Cambodia-TaPov_11.8831657310695_104.802738039725;yes;yes;n genes + genomes
Y236;Genome;2014-12-18;Southeast Asia;Cambodia;NA;NA;Sameakki;NA;11,0013333689738;104,972721452978;Dog;newly sequenced;Asian SEA3;Y236_Dog_2014-12-18_Cambodia-Sameakki_11.0013333689738_104.972721452978;yes;yes;n genes + genomes
Y247;Genome;2014-12-30;Southeast Asia;Cambodia;NA;NA;Ta Poy;NA;11,8875356558698;104,915393409163;Dog;newly sequenced;Asian SEA3;Y247_Dog_2014-12-30_Cambodia-TaPoy_11.8875356558698_104.915393409163;yes;yes;n genes + genomes
Z04;Genome;2015-01-12;Southeast Asia;Cambodia;NA;NA;Krouch;NA;12,2297833246655;105,14392349146;Dog;newly sequenced;Asian SEA3;Z04_Dog_2015-01-12_Cambodia-Krouch_12.2297833246655_105.14392349146;yes;yes;n genes + genomes
Z18;Genome;2015-02-02;Southeast Asia;Cambodia;NA;NA;Sanlung;NA;11,3435707080265;105,513358471832;Dog;newly sequenced;Asian SEA3;Z18_Dog_2015-02-02_Cambodia-Sanlung_11.3435707080265_105.513358471832;yes;yes;n genes + genomes
Z27;Genome;2015-02-25;Southeast Asia;Cambodia;NA;NA;Thmei;NA;11,4579941659299;105,431253716703;Dog;newly sequenced;Asian SEA3;Z27_Dog_2015-02-25_Cambodia-Thmei_11.4579941659299_105.431253716703;yes;yes;n genes + genomes
Z43;Genome;2015-03-16;Southeast Asia;Cambodia;NA;NA;Thkov;NA;11,1167395589306;104,825898690387;Dog;newly sequenced;Asian SEA3;Z43_Dog_2015-03-16_Cambodia-Thkov_11.1167395589306_104.825898690387;yes;yes;n genes + genomes
Z44;Genome;2015-03-17;Southeast Asia;Cambodia;NA;NA;Snae Rean;NA;11,3446115757029;105,451995898418;Dog;newly sequenced;Asian SEA3;Z44_Dog_2015-03-17_Cambodia-SnaeRean_11.3446115757029_105.451995898418;yes;yes;n genes + genomes
Z46;Genome;2015-03-23;Southeast Asia;Cambodia;NA;NA;Prey Lieb;NA;10,5880442688086;104,785169005049;Dog;newly sequenced;Asian SEA3;Z46_Dog_2015-03-23_Cambodia-PreyLieb_10.5880442688086_104.785169005049;yes;yes;n genes + genomes
Z47;Genome;2015-03-24;Southeast Asia;Cambodia;NA;NA;Khley;NA;10,8977137921641;104,450902186969;Dog;newly sequenced;Asian SEA3;Z47_Dog_2015-03-24_Cambodia-Khley_10.8977137921641_104.450902186969;yes;yes;n genes + genomes
Z52;Genome;2015-04-08;Southeast Asia;Cambodia;NA;NA;Svay Ming;NA;11,4235920741325;104,819636170185;Dog;newly sequenced;Asian SEA3;Z52_Dog_2015-04-08_Cambodia-SvayMing_11.4235920741325_104.819636170185;yes;yes;n genes + genomes
Z58;Genome;2015-04-28;Southeast Asia;Cambodia;NA;NA;Srah Ta Oem;NA;11,2840872424048;105,653581958747;Dog;newly sequenced;Asian SEA3;Z58_Dog_2015-04-28_Cambodia-SrahTaOem_11.2840872424048_105.653581958747;yes;yes;n genes + genomes
Z59;Genome;2015-04-29;Southeast Asia;Cambodia;NA;NA;Chek;NA;11,4486207482872;105,517608269954;Dog;newly sequenced;Asian SEA3;Z59_Dog_2015-04-29_Cambodia-Chek_11.4486207482872_105.517608269954;yes;yes;n genes + genomes
Z63;Genome;2015-05-07;Southeast Asia;Cambodia;NA;NA;Prey Khmau;NA;10,951069944357;104,475788948468;Dog;newly sequenced;Asian SEA3;Z63_Dog_2015-05-07_Cambodia-PreyKhmau_10.951069944357_104.475788948468;yes;yes;n genes + genomes
Z65;Genome;2015-05-08;Southeast Asia;Cambodia;NA;NA;Krang Thum;NA;11,4488612706622;104,594778218128;Dog;newly sequenced;Asian SEA3;Z65_Dog_2015-05-08_Cambodia-KrangThum_11.4488612706622_104.594778218128;yes;yes;n genes + genomes
Z66;Genome;2015-05-08;Southeast Asia;Cambodia;NA;NA;Bang Kokir;NA;10,5824440136578;103,76074379732;Dog;newly sequenced;Asian SEA3;Z66_Dog_2015-05-08_Cambodia-BangKokir_10.5824440136578_103.76074379732;yes;yes;n genes + genomes
Z70;Genome;2015-05-18;Southeast Asia;Cambodia;NA;NA;Knaor Dambang;NA;12,0156116059715;105,017767109214;Dog;newly sequenced;Asian SEA3;Z70_Dog_2015-05-18_Cambodia-KnaorDambang_12.0156116059715_105.017767109214;yes;yes;n genes + genomes
Z75;Genome;2015-05-22;Southeast Asia;Cambodia;NA;NA;Preaek Chik;NA;11,963719768713;105,440148527948;Dog;newly sequenced;Asian SEA3;Z75_Dog_2015-05-22_Cambodia-PreaekChik_11.963719768713_105.440148527948;yes;yes;n genes + genomes
Z76;Genome;2015-05-28;Southeast Asia;Cambodia;NA;NA;Ruessei Thlok;NA;11,0577308289795;105,378783747754;Dog;newly sequenced;Asian SEA3;Z76_Dog_2015-05-28_Cambodia-RuesseiThlok_11.0577308289795_105.378783747754;yes;yes;n genes + genomes
Z81;Genome;2015-06-04;Southeast Asia;Cambodia;NA;NA;Trapeang Dar;NA;11,256138728651;104,633693833318;Dog;newly sequenced;Asian SEA3;Z81_Dog_2015-06-04_Cambodia-TrapeangDar_11.256138728651_104.633693833318;yes;yes;n genes + genomes
Z96;Genome;2015-07-06;Southeast Asia;Cambodia;NA;NA;Prey Ba Krong;NA;11,1720178122511;104,504264832603;Dog;newly sequenced;Asian SEA3;Z96_Dog_2015-07-06_Cambodia-PreyBaKrong_11.1720178122511_104.504264832603;yes;yes;n genes + genomes
Z101;Genome;2015-07-24;Southeast Asia;Cambodia;NA;NA;Kang Ta Noeng Ti Pram;NA;11,8512040247921;105,065783159964;Dog;newly sequenced;Asian SEA3;Z101_Dog_2015-07-24_Cambodia-KangTaNoengTiPram_11.8512040247921_105.065783159964;yes;yes;n genes + genomes
Z102;Genome;2015-07-24;Southeast Asia;Cambodia;NA;NA;Cheach Thum;NA;11,9210818667589;105,856334310683;Dog;newly sequenced;Asian SEA3;Z102_Dog_2015-07-24_Cambodia-CheachThum_11.9210818667589_105.856334310683;yes;yes;n genes + genomes
Z104;Genome;2015-08-07;Southeast Asia;Cambodia;NA;NA;Varint Ti Muoy;NA;11,903450545177;105,13509000154;Dog;newly sequenced;Asian SEA3;Z104_Dog_2015-08-07_Cambodia-VarintTiMuoy_11.903450545177_105.13509000154;yes;yes;n genes + genomes
Z112;Genome;2015-08-12;Southeast Asia;Cambodia;NA;NA;Pou Poat;NA;11,3759179478146;105,524295534045;Dog;newly sequenced;Asian SEA3;Z112_Dog_2015-08-12_Cambodia-PouPoat_11.3759179478146_105.524295534045;yes;yes;n genes + genomes
Z119;Genome;2015-08-27;Southeast Asia;Cambodia;NA;NA;Dei Leu;NA;12,2994854606809;105,669065651994;Dog;newly sequenced;Asian SEA3;Z119_Dog_2015-08-27_Cambodia-DeiLeu_12.2994854606809_105.669065651994;yes;yes;n genes + genomes
Z121;Genome;2015-08-31;Southeast Asia;Cambodia;NA;NA;Boeng Veaeng;NA;11,5144891447523;105,443031145452;Dog;newly sequenced;Asian SEA3;Z121_Dog_2015-08-31_Cambodia-BoengVeaeng_11.5144891447523_105.443031145452;yes;yes;n genes + genomes
Z139;Genome;2015-09-29;Southeast Asia;Cambodia;NA;NA;Krang Trea;NA;11,4210728017205;104,859926979922;Dog;newly sequenced;Asian SEA3;Z139_Dog_2015-09-29_Cambodia-KrangTrea_11.4210728017205_104.859926979922;yes;yes;n genes + genomes
Z141;Genome;2015-09-29;Southeast Asia;Cambodia;NA;NA;Popeal Khae;NA;11,4912954907086;105,10025766356;Dog;newly sequenced;Asian SEA3;Z141_Dog_2015-09-29_Cambodia-PopealKhae_11.4912954907086_105.10025766356;yes;yes;n genes + genomes
Z143;Genome;2015-10-07;Southeast Asia;Cambodia;NA;NA;Ruessei Chuor;NA;11,3042230968575;105,451987483634;Dog;newly sequenced;Asian SEA3;Z143_Dog_2015-10-07_Cambodia-RuesseiChuor_11.3042230968575_105.451987483634;yes;yes;n genes + genomes
Z151;Genome;2015-10-22;Southeast Asia;Cambodia;NA;NA;Tuk Meas;NA;10,6628420318554;104,562043837287;Dog;newly sequenced;Asian SEA3;Z151_Dog_2015-10-22_Cambodia-TukMeas_10.6628420318554_104.562043837287;yes;yes;n genes + genomes
Z153;Genome;2015-10-26;Southeast Asia;Cambodia;NA;NA;Preaek Ta Sa;NA;11,2357876449419;105,286295307114;Dog;newly sequenced;Asian SEA3;Z153_Dog_2015-10-26_Cambodia-PreaekTaSa_11.2357876449419_105.286295307114;yes;yes;n genes + genomes
Z159;Genome;2015-10-31;Southeast Asia;Cambodia;NA;NA;Trapeang;NA;11,1104648623846;103,751353128675;Dog;newly sequenced;Asian SEA3;Z159_Dog_2015-10-31_Cambodia-Trapeang_11.1104648623846_103.751353128675;yes;yes;n genes + genomes
Z163;Genome;2015-11-18;Southeast Asia;Cambodia;NA;NA;Trapeang Pnov;NA;11,9360393720512;104,763530269248;Dog;newly sequenced;Asian SEA3;Z163_Dog_2015-11-18_Cambodia-TrapeangPnov_11.9360393720512_104.763530269248;yes;yes;n genes + genomes
Z174;Genome;2015-12-11;Southeast Asia;Cambodia;NA;NA;Pou Doh;NA;10,794987329078;104,393343704169;Dog;newly sequenced;Asian SEA3;Z174_Dog_2015-12-11_Cambodia-PouDoh_10.794987329078_104.393343704169;yes;yes;n genes + genomes
Z176;Genome;2015-12-16;Southeast Asia;Cambodia;NA;NA;Chi Aok;NA;12,3735645207112;105,093462295924;Dog;newly sequenced;Asian SEA3;Z176_Dog_2015-12-16_Cambodia-ChiAok_12.3735645207112_105.093462295924;yes;yes;n genes + genomes
Z179;Genome;2015-12-21;Southeast Asia;Cambodia;NA;NA;Chambak Chrum;NA;11,3307000397135;105,626801400983;Dog;newly sequenced;Asian SEA3;Z179_Dog_2015-12-21_Cambodia-ChambakChrum_11.3307000397135_105.626801400983;yes;yes;n genes + genomes
MW690139;N gene;2015-08-24;Southeast Asia;Malaysia;Pekan Kaki Bukit;Perlis;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA3;MW690139_Canis-lupus-familiaris_2015-08-24_Malaysia-PekanKakiBukit-Perlis_NA_NA;yes;yes;no
MW690140;N gene;2015-09-02;Southeast Asia;Malaysia;Kangar;Perlis;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA3;MW690140_Canis-lupus-familiaris_2015-09-02_Malaysia-Kangar-Perlis_NA_NA;yes;yes;no
MW690141;N gene;2016-03-31;Southeast Asia;Malaysia;Chuping;Perlis;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA3;MW690141_Canis-lupus-familiaris_2016-03-31_Malaysia-Chuping-Perlis_NA_NA;yes;yes;no
MW690142;N gene;2017-02-14;Southeast Asia;Malaysia;Padang Terap;Kedah;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA3;MW690142_Canis-lupus-familiaris_2017-02-14_Malaysia-PadangTerap-Kedah_NA_NA;no;yes;no
MW690143;N gene;2017-07-07;Southeast Asia;Malaysia;Serian;Sarawak;NA;NA;NA;NA;Felis catus;GenBank;Asian SEA1;MW690143_Felis-catus_2017-07-07_Malaysia-Serian-Sarawak_NA_NA;no;yes;no
MW690144;N gene;2017-07-11;Southeast Asia;Malaysia;Serian;Sarawak;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW690144_Canis-lupus-familiaris_2017-07-11_Malaysia-Serian-Sarawak_NA_NA;no;yes;no
MW690145;N gene;2017-07-13;Southeast Asia;Malaysia;Serian;Sarawak;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW690145_Canis-lupus-familiaris_2017-07-13_Malaysia-Serian-Sarawak_NA_NA;no;yes;no
MW690146;N gene;2017-07-13;Southeast Asia;Malaysia;Serian;Sarawak;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW690146_Canis-lupus-familiaris_2017-07-13_Malaysia-Serian-Sarawak_NA_NA;no;yes;no
MW690147;N gene;2017-09-08;Southeast Asia;Malaysia;Kuching;Sarawak;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW690147_Canis-lupus-familiaris_2017-09-08_Malaysia-Kuching-Sarawak_NA_NA;no;yes;no
MW690148;N gene;2017-12-28;Southeast Asia;Malaysia;Bau;Sarawak;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW690148_Canis-lupus-familiaris_2017-12-28_Malaysia-Bau-Sarawak_NA_NA;no;yes;no
MW690149;N gene;2018-01-17;Southeast Asia;Malaysia;Kota Samarahan;Sarawak;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW690149_Canis-lupus-familiaris_2018-01-17_Malaysia-KotaSamarahan-Sarawak_NA_NA;no;yes;no
MW690150;N gene;2018-02-02;Southeast Asia;Malaysia;Kuching;Sarawak;NA;NA;NA;NA;Felis catus;GenBank;Asian SEA1;MW690150_Felis-catus_2018-02-02_Malaysia-Kuching-Sarawak_NA_NA;no;yes;no
MW690151;N gene;2018-04-06;Southeast Asia;Malaysia;Kota Samarahan;Sarawak;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW690151_Canis-lupus-familiaris_2018-04-06_Malaysia-KotaSamarahan-Sarawak_NA_NA;no;yes;no
MW690152;N gene;2018-06-11;Southeast Asia;Malaysia;Kangar;Perlis;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA3;MW690152_Canis-lupus-familiaris_2018-06-11_Malaysia-Kangar-Perlis_NA_NA;no;yes;no
MW690153;N gene;2018-09-25;Southeast Asia;Malaysia;Sri Aman;Sarawak;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW690153_Canis-lupus-familiaris_2018-09-25_Malaysia-SriAman-Sarawak_NA_NA;no;yes;no
MW690154;N gene;2018-11-06;Southeast Asia;Malaysia;Kubang Pasu;Kedah;NA;NA;NA;NA;Felis catus;GenBank;Asian SEA3;MW690154_Felis-catus_2018-11-06_Malaysia-KubangPasu-Kedah_NA_NA;no;yes;no
MW690155;N gene;2018-11-12;Southeast Asia;Malaysia;Jitra;Kedah;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA3;MW690155_Canis-lupus-familiaris_2018-11-12_Malaysia-Jitra-Kedah_NA_NA;no;yes;no
MW055214;N gene;2017;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055214_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA;no;yes;no
MW055215;N gene;2017;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055215_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA;no;yes;no
MW055216;N gene;2017;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055216_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA;no;yes;no
MW055217;N gene;2017;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055217_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA;no;yes;no
MW055218;N gene;2017;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055218_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA;no;yes;no
MW055219;N gene;2017;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055219_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA;no;yes;no
MW055220;N gene;2018;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055220_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA;no;yes;no
MW055221;N gene;2018;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055221_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA;no;yes;no
MW055222;N gene;2018;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055222_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA;no;yes;no
MW055223;N gene;2018;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055223_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA;yes;yes;no
MW055225;N gene;2017;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055225_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA;no;yes;no
MW055226;N gene;2017;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055226_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA;no;yes;no
MW055227;N gene;2017;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055227_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA;no;yes;no
MW055228;N gene;2017;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055228_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA;no;yes;no
MW055229;N gene;2018;Southeast Asia;Vietnam;Phu Tho Province;NA;NA;NA;NA;NA;Canis lupus familiaris;GenBank;Asian SEA1;MW055229_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA;no;yes;no
