ID;date;province;district;municipality;village;latitude;longitude;country;source;dataset;host;type;continent;year;location;full_name
KX148130;1994;NA;NA;NA;NA;NA;NA;Slovenia;Troupin,C., Dacheux,L., Tanguy,M., Sabeta,C., Blanc,H., Bouchier,C., Vignuzzi,M., Duchene,S., Holmes,E.C., Bourhy,H.;GenBank;Canidae;Genome;Europe;1994;Slovenia;KX148130_Canidae_1994_Slovenia_NA_NA
KX148254;2001;NA;NA;NA;NA;NA;NA;Vietnam;Troupin,C., Dacheux,L., Tanguy,M., Sabeta,C., Blanc,H., Bouchier,C., Vignuzzi,M., Duchene,S., Holmes,E.C., Bourhy,H.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2001;Vietnam;KX148254_Canis-lupus-familiaris_2001_Vietnam_NA_NA
KR781547;2012;NA;NA;NA;NA;NA;NA;Brazil;de Souza,D.N., Souza,D.N., Carnieli,P. Jr., Macedo,C.I., Oliveira,R.N., Batista,H.B., Castilho Kawai,J.G.;GenBank;Canis lupus familiaris;N gene;South America;2012;Brazil;KR781547_Canis-lupus-familiaris_2012_Brazil_NA_NA
KR781552;2012;NA;NA;NA;NA;NA;NA;Brazil;de Souza,D.N., Souza,D.N., Carnieli,P. Jr., Macedo,C.I., Oliveira,R.N., Batista,H.B., Castilho Kawai,J.G.;GenBank;Canis lupus familiaris;N gene;South America;2012;Brazil;KR781552_Canis-lupus-familiaris_2012_Brazil_NA_NA
KR781586;2009;NA;NA;NA;NA;NA;NA;Brazil;de Souza,D.N., Souza,D.N., Carnieli,P. Jr., Macedo,C.I., Oliveira,R.N., Batista,H.B., Castilho Kawai,J.G.;GenBank;Cerdocyon thous;N gene;South America;2009;Brazil;KR781586_Cerdocyon-thous_2009_Brazil_NA_NA
KR781600;2010;NA;NA;NA;NA;NA;NA;Brazil;de Souza,D.N., Souza,D.N., Carnieli,P. Jr., Macedo,C.I., Oliveira,R.N., Batista,H.B., Castilho Kawai,J.G.;GenBank;Cerdocyon thous;N gene;South America;2010;Brazil;KR781600_Cerdocyon-thous_2010_Brazil_NA_NA
KR781601;2011;NA;NA;NA;NA;NA;NA;Brazil;de Souza,D.N., Souza,D.N., Carnieli,P. Jr., Macedo,C.I., Oliveira,R.N., Batista,H.B., Castilho Kawai,J.G.;GenBank;Cerdocyon thous;N gene;South America;2011;Brazil;KR781601_Cerdocyon-thous_2011_Brazil_NA_NA
LM645029;2007-04;NA;NA;NA;NA;NA;NA;Greenland;Hanke,D., Hoeper,D., Rasmussen,T.B., Freuling,C.M., Beer,M., Mueller,T.;GenBank;Vulpes lagopus;N gene;North America;2007;Greenland;LM645029_Vulpes-lagopus_2007-04_Greenland_NA_NA
LM645046;2006-03;NA;NA;NA;NA;NA;NA;Greenland;Hanke,D., Hoeper,D., Rasmussen,T.B., Freuling,C.M., Beer,M., Mueller,T.;GenBank;Felis catus;N gene;North America;2006;Greenland;LM645046_Felis-catus_2006-03_Greenland_NA_NA
LM645052;2006-02;NA;NA;NA;NA;NA;NA;Greenland;Hanke,D., Hoeper,D., Rasmussen,T.B., Freuling,C.M., Beer,M., Mueller,T.;GenBank;Vulpes lagopus;N gene;North America;2006;Greenland;LM645052_Vulpes-lagopus_2006-02_Greenland_NA_NA
KU564993;2013-01-09;NA;NA;NA;NA;NA;NA;Chad;Lepelletier,A., Bourhy,H., Dacheux,L.;GenBank;Canis lupus familiaris;N gene;Sub-Saharan Africa;2013;Chad;KU564993_Canis-lupus-familiaris_2013-01-09_Chad_NA_NA
KX036362;2001-12-01;NA;NA;NA;NA;NA;NA;Greenland;Hanke,D., Freuling,C.M., Fischer,S., Hueffer,K., Hundertmark,K., Nadin-Davis,S., Marston,D.A., Fooks,A.R., Botner,A., Mettenleiter,T.C., Beer,M., Rasmussen,T.B., Mueller,T., Hoeper,D.;GenBank;Vulpes lagopus;Genome;North America;2001;Greenland;KX036362_Vulpes-lagopus_2001-12-01_Greenland_NA_NA
KU198462;1990;NA;NA;NA;NA;NA;NA;USA;Hanke,D., Freuling,C.M., Fischer,S., Hueffer,K., Hundertmark,K., Nadin-Davis,S., Marston,D., Fooks,A.R., Botner,A., Mettenleiter,T.C., Beer,M., Rasmussen,T.B., Muller,T.F., Hoper,D., Huffer,C., Hundertmark,C., Fooks,A., Muller,T., Rasmussen,T.;GenBank;Vulpes lagopus;Genome;North America;1990;Usa;KU198462_Vulpes-lagopus_1990_Usa_NA_NA
KU198465;1992;NA;NA;NA;NA;NA;NA;Canada;Hanke,D., Freuling,C.M., Fischer,S., Hueffer,K., Hundertmark,K., Nadin-Davis,S., Marston,D., Fooks,A.R., Botner,A., Mettenleiter,T.C., Beer,M., Rasmussen,T.B., Muller,T.F., Hoper,D., Huffer,C., Hundertmark,C., Fooks,A., Muller,T., Rasmussen,T.;GenBank;Vulpes vulpes;Genome;North America;1992;Canada;KU198465_Vulpes-vulpes_1992_Canada_NA_NA
KU198479;2014;NA;NA;NA;NA;NA;NA;Canada;Hanke,D., Freuling,C.M., Fischer,S., Hueffer,K., Hundertmark,K., Nadin-Davis,S., Marston,D., Fooks,A.R., Botner,A., Mettenleiter,T.C., Beer,M., Rasmussen,T.B., Muller,T.F., Hoper,D., Huffer,C., Hundertmark,C., Fooks,A., Muller,T., Rasmussen,T.;GenBank;Vulpes vulpes;Genome;North America;2014;Canada;KU198479_Vulpes-vulpes_2014_Canada_NA_NA
KR906774;2011-09-22;Serengeti District;NA;NA;NA;NA;NA;Tanzania;Brunker,K., Marston,D.A., Horton,D.L., Cleaveland,S., Fooks,A.A., Kazwala,R., Ngeleja,C., Lembo,T., Sambo,M., Mtema,Z.J., Sikana,L., Wilkie,G., Biek,R., Hampson,K.;GenBank;Canis lupus familiaris;Genome;Sub-Saharan Africa;2011;Tanzania-Serengeti;KR906774_Canis-lupus-familiaris_2011-09-22_Tanzania-Serengeti_NA_NA
KC522613;2012;NA;NA;NA;NA;NA;NA;Slovenia;Hostnik,P., Picard-Meyer,E., Rihtaric,D., Toplak,I., Cliquet,F.;GenBank;Canidae;Genome;Europe;2012;Slovenia;KC522613_Canidae_2012_Slovenia_NA_NA
KU550097;2014-07-15;NA;NA;NA;NA;NA;NA;Costa Rica;Hutter,S.E., Brugger,K., Sancho Vargas,V.H., Gonzalez,R., Aguilar,O., Leon,B., Tichy,A., Firth,C.L., Rubel,F., Firth,C., Hutter,S., Leon R,B., Fallas-Gonzalez,S., Cordero-Solorzano,J.M., Gonzalez-Barrientos,R., Sancho-Vargas,V.H.;GenBank;Canis lupus familiaris;N gene;Central America;2014;CostaRica;KU550097_Canis-lupus-familiaris_2014-07-15_CostaRica_NA_NA
KU550098;2014-07-16;NA;NA;NA;NA;NA;NA;Costa Rica;Hutter,S.E., Brugger,K., Sancho Vargas,V.H., Gonzalez,R., Aguilar,O., Leon,B., Tichy,A., Firth,C.L., Rubel,F., Firth,C., Hutter,S., Leon R,B., Fallas-Gonzalez,S., Cordero-Solorzano,J.M., Gonzalez-Barrientos,R., Sancho-Vargas,V.H.;GenBank;Homo sapiens;N gene;Central America;2014;CostaRica;KU550098_Homo-sapiens_2014-07-16_CostaRica_NA_NA
KU550099;2014-07-28;NA;NA;NA;NA;NA;NA;Costa Rica;Hutter,S.E., Brugger,K., Sancho Vargas,V.H., Gonzalez,R., Aguilar,O., Leon,B., Tichy,A., Firth,C.L., Rubel,F., Firth,C., Hutter,S., Leon R,B., Fallas-Gonzalez,S., Cordero-Solorzano,J.M., Gonzalez-Barrientos,R., Sancho-Vargas,V.H.;GenBank;Bos taurus;N gene;Central America;2014;CostaRica;KU550099_Bos-taurus_2014-07-28_CostaRica_NA_NA
KU550100;2014-09-05;NA;NA;NA;NA;NA;NA;Costa Rica;Hutter,S.E., Brugger,K., Sancho Vargas,V.H., Gonzalez,R., Aguilar,O., Leon,B., Tichy,A., Firth,C.L., Rubel,F., Firth,C., Hutter,S., Leon R,B., Fallas-Gonzalez,S., Cordero-Solorzano,J.M., Gonzalez-Barrientos,R., Sancho-Vargas,V.H.;GenBank;Bos taurus;N gene;Central America;2014;CostaRica;KU550100_Bos-taurus_2014-09-05_CostaRica_NA_NA
KU550101;2014-09-18;NA;NA;NA;NA;NA;NA;Costa Rica;Hutter,S.E., Brugger,K., Sancho Vargas,V.H., Gonzalez,R., Aguilar,O., Leon,B., Tichy,A., Firth,C.L., Rubel,F., Firth,C., Hutter,S., Leon R,B., Fallas-Gonzalez,S., Cordero-Solorzano,J.M., Gonzalez-Barrientos,R., Sancho-Vargas,V.H.;GenBank;Bos taurus;N gene;Central America;2014;CostaRica;KU550101_Bos-taurus_2014-09-18_CostaRica_NA_NA
KU550102;2014-09-23;NA;NA;NA;NA;NA;NA;Costa Rica;Hutter,S.E., Brugger,K., Sancho Vargas,V.H., Gonzalez,R., Aguilar,O., Leon,B., Tichy,A., Firth,C.L., Rubel,F., Firth,C., Hutter,S., Leon R,B., Fallas-Gonzalez,S., Cordero-Solorzano,J.M., Gonzalez-Barrientos,R., Sancho-Vargas,V.H.;GenBank;Bos taurus;N gene;Central America;2014;CostaRica;KU550102_Bos-taurus_2014-09-23_CostaRica_NA_NA
KU550103;2014-08-18;NA;NA;NA;NA;NA;NA;Costa Rica;Hutter,S.E., Brugger,K., Sancho Vargas,V.H., Gonzalez,R., Aguilar,O., Leon,B., Tichy,A., Firth,C.L., Rubel,F., Firth,C., Hutter,S., Leon R,B., Fallas-Gonzalez,S., Cordero-Solorzano,J.M., Gonzalez-Barrientos,R., Sancho-Vargas,V.H.;GenBank;Homo sapiens;N gene;Central America;2014;CostaRica;KU550103_Homo-sapiens_2014-08-18_CostaRica_NA_NA
KT119658;2005-01-27;Bangui;NA;NA;NA;NA;NA;Central African Republic;Bourhy,H., Lepelletier,A., Talbi,C.;GenBank;Canis lupus familiaris;Genome;Sub-Saharan Africa;2005;CentralAfricanRepublic-Bangui;KT119658_Canis-lupus-familiaris_2005-01-27_CentralAfricanRepublic-Bangui_NA_NA
KT119761;2008-07-14;Bangui;NA;NA;NA;NA;NA;Central African Republic;Bourhy,H., Lepelletier,A., Talbi,C.;GenBank;Capra hircus;Genome;Sub-Saharan Africa;2008;CentralAfricanRepublic-Bangui;KT119761_Capra-hircus_2008-07-14_CentralAfricanRepublic-Bangui_NA_NA
KT119766;2009-04-07;Kabo Ouham;NA;NA;NA;NA;NA;Central African Republic;Bourhy,H., Lepelletier,A., Talbi,C.;GenBank;Canis lupus familiaris;Genome;Sub-Saharan Africa;2009;CentralAfricanRepublic-KaboOuham;KT119766_Canis-lupus-familiaris_2009-04-07_CentralAfricanRepublic-KaboOuham_NA_NA
KT119776;1989-05-17;Kinshasa;NA;NA;NA;NA;NA;Democratic Republic of Congo;Bourhy,H., Lepelletier,A., Talbi,C.;GenBank;Canis lupus familiaris;Genome;Sub-Saharan Africa;1989;DemocraticRepublicOfCongo-Kinshasa;KT119776_Canis-lupus-familiaris_1989-05-17_DemocraticRepublicOfCongo-Kinshasa_NA_NA
KT119781;1992-07-16;Bangui;NA;NA;NA;NA;NA;Central African Republic;Bourhy,H., Lepelletier,A., Talbi,C.;GenBank;Canis lupus familiaris;Genome;Sub-Saharan Africa;1992;CentralAfricanRepublic-Bangui;KT119781_Canis-lupus-familiaris_1992-07-16_CentralAfricanRepublic-Bangui_NA_NA
KT276361;1989;Iracoubo;NA;NA;NA;NA;NA;French Guiana;de Thoisy,B., Bourhy,H., Delaval,M., Pontier,D., Dacheux,L., Darcissac,E., Donato,D., Guidez,A., Larrous,F., Lavenir,R., Salmier,A., Lacoste,V., Lavergne,A., Lepelletier,A.;GenBank;Bos taurus;N gene;South America;1989;FrenchGuiana-Iracoubo;KT276361_Bos-taurus_1989_FrenchGuiana-Iracoubo_NA_NA
KT276362;1991;Matoury;NA;NA;NA;NA;NA;French Guiana;de Thoisy,B., Bourhy,H., Delaval,M., Pontier,D., Dacheux,L., Darcissac,E., Donato,D., Guidez,A., Larrous,F., Lavenir,R., Salmier,A., Lacoste,V., Lavergne,A., Lepelletier,A.;GenBank;Bos taurus;N gene;South America;1991;FrenchGuiana-Matoury;KT276362_Bos-taurus_1991_FrenchGuiana-Matoury_NA_NA
KT276365;1997;Mana;NA;NA;NA;NA;NA;French Guiana;de Thoisy,B., Bourhy,H., Delaval,M., Pontier,D., Dacheux,L., Darcissac,E., Donato,D., Guidez,A., Larrous,F., Lavenir,R., Salmier,A., Lacoste,V., Lavergne,A., Lepelletier,A.;GenBank;Bos taurus;N gene;South America;1997;FrenchGuiana-Mana;KT276365_Bos-taurus_1997_FrenchGuiana-Mana_NA_NA
KR534229;2010;Serengeti District;NA;NA;NA;NA;NA;Tanzania;Brunker,K., Marston,D.A., Horton,D.L., Cleaveland,S., Fooks,A.R., Kazwala,R., Ngeleja,C., Lembo,T., Sambo,M., Mtema,Z.J., Sikana,L., Wilkie,G., Biek,R., Hampson,K., Fooks,A.A.;GenBank;Canis lupus familiaris;Genome;Sub-Saharan Africa;2010;Tanzania-Serengeti;KR534229_Canis-lupus-familiaris_2010_Tanzania-Serengeti_NA_NA
GQ412744;1931;Beijing;NA;NA;NA;NA;NA;China;Tang,Q., Tao,X.Y., Zhang,Q., Li,H., Liang,G.D.;GenBank;Canis lupus familiaris;Genome;Asia;1931;China-Beijing;GQ412744_Canis-lupus-familiaris_1931_China-Beijing_NA_NA
AB981665;2011-11-01;Vientiane Capital;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2011;Laos-VientianeCapital;AB981665_Canis-lupus_2011-11-01_Laos-VientianeCapital_NA_NA
AB981666;2011-11-07;Vientiane Capital;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2011;Laos-VientianeCapital;AB981666_Canis-lupus_2011-11-07_Laos-VientianeCapital_NA_NA
AB981667;2011-09-01;Vientiane Capital;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2011;Laos-VientianeCapital;AB981667_Canis-lupus_2011-09-01_Laos-VientianeCapital_NA_NA
AB981668;2011-10-02;Vientiane Capital;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2011;Laos-VientianeCapital;AB981668_Canis-lupus_2011-10-02_Laos-VientianeCapital_NA_NA
AB981669;2011-06-13;Vientiane Capital;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2011;Laos-VientianeCapital;AB981669_Canis-lupus_2011-06-13_Laos-VientianeCapital_NA_NA
AB981670;2011-02-21;Champasak;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2011;Laos-Champasak;AB981670_Canis-lupus_2011-02-21_Laos-Champasak_NA_NA
AB981671;2012-03-12;Vientiane Capital;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2012;Laos-VientianeCapital;AB981671_Canis-lupus_2012-03-12_Laos-VientianeCapital_NA_NA
AB981672;2012-03-07;Vientiane Capital;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2012;Laos-VientianeCapital;AB981672_Canis-lupus_2012-03-07_Laos-VientianeCapital_NA_NA
AB981673;2012-02-02;Vientiane Capital;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2012;Laos-VientianeCapital;AB981673_Canis-lupus_2012-02-02_Laos-VientianeCapital_NA_NA
AB981674;2012-02-17;Champasak;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2012;Laos-Champasak;AB981674_Canis-lupus_2012-02-17_Laos-Champasak_NA_NA
AB981675;2012-03-04;Champasak;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2012;Laos-Champasak;AB981675_Canis-lupus_2012-03-04_Laos-Champasak_NA_NA
AB981676;2012-03-07;Vientiane Capital;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2012;Laos-VientianeCapital;AB981676_Canis-lupus_2012-03-07_Laos-VientianeCapital_NA_NA
AB981677;2012-03-02;Champasak;NA;NA;NA;NA;NA;Laos;Ahmed,K., Phommachanh,P., Vorachith,P., Matsumoto,T., Lamaningao,P., Mori,D., Takaki,M., Douangngeun,B., Khambounheuang,B., Nishizono,A.;GenBank;Canis lupus;N gene;Southeast Asia;2012;Laos-Champasak;AB981677_Canis-lupus_2012-03-02_Laos-Champasak_NA_NA
LC029897;2012-09-03;NA;NA;NA;NA;NA;NA;Uganda;Hidaka,Y., Suzuki,Y.;GenBank;Bos taurus;N gene;Sub-Saharan Africa;2012;Uganda;LC029897_Bos-taurus_2012-09-03_Uganda_NA_NA
KJ957446;2013-01-09;NA;NA;NA;NA;NA;NA;Grenada;Zieger,U., Marston,D.A., Sharma,R., Chikweto,A., Tiwari,K., Sayyid,M., Louison,B., Goharriz,H., Voller,K.M., Breed,A.C., Werling,D., Fooks,A.R., Horton,D.L.;GenBank;Canis lupus familiaris;N gene;Caribbean;2013;Grenada;KJ957446_Canis-lupus-familiaris_2013-01-09_Grenada_NA_NA
KJ957447;2013-01-17;NA;NA;NA;NA;NA;NA;Grenada;Zieger,U., Marston,D.A., Sharma,R., Chikweto,A., Tiwari,K., Sayyid,M., Louison,B., Goharriz,H., Voller,K.M., Breed,A.C., Werling,D., Fooks,A.R., Horton,D.L.;GenBank;Canis lupus familiaris;N gene;Caribbean;2013;Grenada;KJ957447_Canis-lupus-familiaris_2013-01-17_Grenada_NA_NA
KJ957448;2013-02-14;NA;NA;NA;NA;NA;NA;Grenada;Zieger,U., Marston,D.A., Sharma,R., Chikweto,A., Tiwari,K., Sayyid,M., Louison,B., Goharriz,H., Voller,K.M., Breed,A.C., Werling,D., Fooks,A.R., Horton,D.L.;GenBank;Canis lupus familiaris;N gene;Caribbean;2013;Grenada;KJ957448_Canis-lupus-familiaris_2013-02-14_Grenada_NA_NA
JX276418;2012-05-15;NA;NA;NA;NA;NA;NA;China;Zhang,H.L., Zhang,Y.Z., Yang,W.H., Tao,X.Y., Li,H., Ding,J.C., Feng,Y., Yang,D.J., Zhang,J., He,J., Shen,X.X., Wang,L.H., Song,M., Tang,Q.;GenBank;Canis lupus familiaris;N gene;Asia;2012;China;JX276418_Canis-lupus-familiaris_2012-05-15_China_NA_NA
KF864235;1996;NA;NA;NA;NA;NA;NA;Argentina;Torres,C., Lema,C., Dohmen,F.G., Beltran,F., Novaro,L., Russo,S., Freire,M.C., Velasco-Villa,A., Mbayed,V.A., Cisterna,D.M., Lema,C.L.;GenBank;Bos taurus;N gene;South America;1996;Argentina;KF864235_Bos-taurus_1996_Argentina_NA_NA
KF864236;1996;NA;NA;NA;NA;NA;NA;Argentina;Torres,C., Lema,C., Dohmen,F.G., Beltran,F., Novaro,L., Russo,S., Freire,M.C., Velasco-Villa,A., Mbayed,V.A., Cisterna,D.M., Lema,C.L.;GenBank;Bos taurus;N gene;South America;1996;Argentina;KF864236_Bos-taurus_1996_Argentina_NA_NA
KF864238;1999;NA;NA;NA;NA;NA;NA;Argentina;Torres,C., Lema,C., Dohmen,F.G., Beltran,F., Novaro,L., Russo,S., Freire,M.C., Velasco-Villa,A., Mbayed,V.A., Cisterna,D.M., Lema,C.L.;GenBank;Bos taurus;N gene;South America;1999;Argentina;KF864238_Bos-taurus_1999_Argentina_NA_NA
KF864239;1999;NA;NA;NA;NA;NA;NA;Argentina;Torres,C., Lema,C., Dohmen,F.G., Beltran,F., Novaro,L., Russo,S., Freire,M.C., Velasco-Villa,A., Mbayed,V.A., Cisterna,D.M., Lema,C.L.;GenBank;Bubalus bubalis;N gene;South America;1999;Argentina;KF864239_Bubalus-bubalis_1999_Argentina_NA_NA
KF864242;1999;NA;NA;NA;NA;NA;NA;Argentina;Torres,C., Lema,C., Dohmen,F.G., Beltran,F., Novaro,L., Russo,S., Freire,M.C., Velasco-Villa,A., Mbayed,V.A., Cisterna,D.M., Lema,C.L.;GenBank;Bos taurus;N gene;South America;1999;Argentina;KF864242_Bos-taurus_1999_Argentina_NA_NA
KF864254;2001;NA;NA;NA;NA;NA;NA;Argentina;Torres,C., Lema,C., Dohmen,F.G., Beltran,F., Novaro,L., Russo,S., Freire,M.C., Velasco-Villa,A., Mbayed,V.A., Cisterna,D.M., Lema,C.L.;GenBank;Bos taurus;N gene;South America;2001;Argentina;KF864254_Bos-taurus_2001_Argentina_NA_NA
KF864300;2005;NA;NA;NA;NA;NA;NA;Argentina;Torres,C., Lema,C., Dohmen,F.G., Beltran,F., Novaro,L., Russo,S., Freire,M.C., Velasco-Villa,A., Mbayed,V.A., Cisterna,D.M., Lema,C.L.;GenBank;Bos taurus;N gene;South America;2005;Argentina;KF864300_Bos-taurus_2005_Argentina_NA_NA
KF864307;2000;NA;NA;NA;NA;NA;NA;Argentina;Torres,C., Lema,C., Dohmen,F.G., Beltran,F., Novaro,L., Russo,S., Freire,M.C., Velasco-Villa,A., Mbayed,V.A., Cisterna,D.M., Lema,C.L.;GenBank;Bos taurus;N gene;South America;2000;Argentina;KF864307_Bos-taurus_2000_Argentina_NA_NA
KF864348;2006;NA;NA;NA;NA;NA;NA;Argentina;Torres,C., Lema,C., Dohmen,F.G., Beltran,F., Novaro,L., Russo,S., Freire,M.C., Velasco-Villa,A., Mbayed,V.A., Cisterna,D.M., Lema,C.L.;GenBank;Bos taurus;N gene;South America;2006;Argentina;KF864348_Bos-taurus_2006_Argentina_NA_NA
KF864400;2008;NA;NA;NA;NA;NA;NA;Argentina;Torres,C., Lema,C., Dohmen,F.G., Beltran,F., Novaro,L., Russo,S., Freire,M.C., Velasco-Villa,A., Mbayed,V.A., Cisterna,D.M., Lema,C.L.;GenBank;Bos taurus;N gene;South America;2008;Argentina;KF864400_Bos-taurus_2008_Argentina_NA_NA
JX987737;2003-07-11;Pokhara region;NA;NA;NA;NA;NA;Nepal;Pant,G.R., Lavenir,R., Wong,F.Y., Certoma,A., Larrous,F., Bhatta,D.R., Bourhy,H., Stevens,V., Dacheux,L., Wong,F.Y.K., Vosloo,W.;GenBank;Bubalus bubalis;N gene;Asia;2003;Nepal-PokharaRegion;JX987737_Bubalus-bubalis_2003-07-11_Nepal-PokharaRegion_NA_NA
JX987745;1980;NA;NA;NA;NA;NA;NA;Greenland;Pant,G.R., Lavenir,R., Wong,F.Y., Certoma,A., Larrous,F., Bhatta,D.R., Bourhy,H., Stevens,V., Dacheux,L., Wong,F.Y.K., Vosloo,W.;GenBank;Canis lupus familiaris;N gene;North America;1980;Greenland;JX987745_Canis-lupus-familiaris_1980_Greenland_NA_NA
JX648416;2003;NA;NA;NA;NA;NA;NA;Peru;Condori-Condori,R.E., Velasco-Villa,A., Rupprecht,C.E.;GenBank;NA;N gene;South America;2003;Peru;JX648416_NA_2003_Peru_NA_NA
JX648424;2002;NA;NA;NA;NA;NA;NA;Peru;Condori-Condori,R.E., Velasco-Villa,A., Rupprecht,C.E.;GenBank;NA;N gene;South America;2002;Peru;JX648424_NA_2002_Peru_NA_NA
JX648439;2007;NA;NA;NA;NA;NA;NA;Peru;Condori-Condori,R.E., Velasco-Villa,A., Rupprecht,C.E.;GenBank;NA;N gene;South America;2007;Peru;JX648439_NA_2007_Peru_NA_NA
JX648463;2002;NA;NA;NA;NA;NA;NA;Peru;Condori-Condori,R.E., Velasco-Villa,A., Rupprecht,C.E.;GenBank;NA;N gene;South America;2002;Peru;JX648463_NA_2002_Peru_NA_NA
JX648495;2004;NA;NA;NA;NA;NA;NA;Peru;Condori-Condori,R.E., Velasco-Villa,A., Rupprecht,C.E.;GenBank;NA;N gene;South America;2004;Peru;JX648495_NA_2004_Peru_NA_NA
JQ513529;1997;NA;NA;NA;NA;NA;NA;Puerto Rico;Nadin-Davis,S.A.;GenBank;Felis catus;N gene;Caribbean;1997;PuertoRico;JQ513529_Felis-catus_1997_PuertoRico_NA_NA
JQ513531;1997;NA;NA;NA;NA;NA;NA;Puerto Rico;Nadin-Davis,S.A.;GenBank;Canis lupus familiaris;N gene;Caribbean;1997;PuertoRico;JQ513531_Canis-lupus-familiaris_1997_PuertoRico_NA_NA
JQ686013;2000;NA;NA;NA;NA;NA;NA;USA;Kuzmin,I.V., Shi,M., Orciari,L.A., Yager,P.A., Velasco-Villa,A., Kuzmina,N.A., Streicker,D.G., Bergman,D.L., Rupprecht,C.E.;GenBank;Urocyon cinereoargenteus;N gene;North America;2000;Usa;JQ686013_Urocyon-cinereoargenteus_2000_Usa_NA_NA
JQ798959;2011;NA;NA;NA;NA;NA;NA;China;Xie,T., Wu,J., Liu,H., Huang,S., Ming,P., Shen,Z., Yan,J., Xu,G.;GenBank;Canis lupus familiaris;N gene;Asia;2011;China;JQ798959_Canis-lupus-familiaris_2011_China_NA_NA
JF693454;1995;NA;NA;NA;NA;NA;NA;Colombia;Caicedo,Y., Paez,A., Kuzmin,I., Niezgoda,M., Orciari,L.A., Yager,P.A., Recuenco,S., Franka,R., Velasco-Villa,A., Willoughby,R.E. Jr., Rupprecht,C.E.;GenBank;Canis lupus familiaris;N gene;South America;1995;Colombia;JF693454_Canis-lupus-familiaris_1995_Colombia_NA_NA
EU851125;2002;Melilla;NA;NA;NA;NA;NA;Spain;Vazquez-Moron,S., Munoz,M., Echevarria,J.E.;GenBank;Canis lupus familiaris;N gene;Europe;2002;Spain-Melilla;EU851125_Canis-lupus-familiaris_2002_Spain-Melilla_NA_NA
EU851127;1990;Melilla;NA;NA;NA;NA;NA;Spain;Vazquez-Moron,S., Munoz,M., Echevarria,J.E.;GenBank;Canis lupus familiaris;N gene;Europe;1990;Spain-Melilla;EU851127_Canis-lupus-familiaris_1990_Spain-Melilla_NA_NA
